"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover","No. of Trades","Deliverable Qty","% Dly Qt to Traded Qty"
"INFY","EQ","25-Jun-2018","       1247.85","       1257.15","       1278.80","       1254.00","       1269.70","       1272.45","       1271.05","    3865589","          4913363829.80","     137153","    2105988","         54.48"
"INFY","EQ","26-Jun-2018","       1272.45","       1269.00","       1283.90","       1266.25","       1280.05","       1277.85","       1277.24","    2241752","          2863258907.05","     102746","    1303651","         58.15"
"INFY","EQ","27-Jun-2018","       1277.85","       1283.95","       1293.45","       1265.60","       1271.50","       1270.00","       1281.92","    3476071","          4456049392.90","     107138","    2254625","         64.86"
"INFY","EQ","28-Jun-2018","       1270.00","       1276.30","       1298.00","       1276.25","       1284.30","       1289.60","       1290.08","    5498409","          7093380058.90","     159341","    2847254","         51.78"
"INFY","EQ","29-Jun-2018","       1289.60","       1298.05","       1315.00","       1283.25","       1310.65","       1307.20","       1298.31","    4983300","          6469891050.00","     164216","    3050563","         61.22"
"INFY","EQ","02-Jul-2018","       1307.20","       1314.00","       1340.00","       1314.00","       1337.80","       1334.70","       1325.09","    2415072","          3200195813.50","      80512","    1157363","         47.92"
"INFY","EQ","03-Jul-2018","       1334.70","       1331.90","       1357.90","       1331.75","       1355.50","       1353.75","       1347.06","    4063726","          5474101848.85","     140810","    2374717","         58.44"
"INFY","EQ","04-Jul-2018","       1353.75","       1352.05","       1352.65","       1338.85","       1348.40","       1345.20","       1345.49","    2512861","          3381023804.65","     156409","    1610582","         64.09"
"INFY","EQ","05-Jul-2018","       1345.20","       1347.10","       1347.25","       1268.10","       1286.50","       1284.00","       1290.51","    8509951","         10982144288.60","     274864","    4498851","         52.87"
"INFY","EQ","06-Jul-2018","       1284.00","       1290.25","       1301.85","       1269.00","       1285.15","       1284.25","       1281.04","    5607678","          7183683022.00","     181138","    3185846","         56.81"
"INFY","EQ","09-Jul-2018","       1284.25","       1297.00","       1303.00","       1279.05","       1301.20","       1298.85","       1294.01","    3322499","          4299340435.35","      95341","    1941581","         58.44"
"INFY","EQ","10-Jul-2018","       1298.85","       1308.50","       1315.45","       1294.30","       1299.10","       1301.40","       1305.09","    2987244","          3898613178.15","     109336","    1551472","         51.94"
"INFY","EQ","11-Jul-2018","       1301.40","       1317.55","       1342.10","       1291.35","       1319.00","       1320.45","       1317.22","    5949916","          7837362262.05","     131426","    2520702","         42.37"
"INFY","EQ","12-Jul-2018","       1320.45","       1326.10","       1327.10","       1284.45","       1295.00","       1294.35","       1299.24","    6636120","          8621906526.25","     189258","    3884375","         58.53"
"INFY","EQ","13-Jul-2018","       1294.35","       1315.00","       1331.60","       1298.35","       1323.00","       1317.40","       1315.39","    9748079","         12822503746.05","     205562","    4621538","         47.41"
"INFY","EQ","16-Jul-2018","       1317.40","       1317.40","       1384.40","       1287.70","       1336.00","       1332.85","       1345.93","   17672340","         23785647475.95","     357607","    5265555","         29.80"
"INFY","EQ","17-Jul-2018","       1332.85","       1329.70","       1349.50","       1312.70","       1327.30","       1327.90","       1333.08","    5580845","          7439721781.85","     114793","    2701704","         48.41"
"INFY","EQ","18-Jul-2018","       1327.90","       1339.80","       1343.40","       1314.00","       1323.00","       1322.55","       1325.16","    3459508","          4584405276.50","     134074","    1682833","         48.64"
"INFY","EQ","19-Jul-2018","       1322.55","       1323.00","       1331.90","       1309.10","       1315.95","       1316.70","       1318.01","    2559432","          3373347800.70","     133339","    1483151","         57.95"
"INFY","EQ","20-Jul-2018","       1316.70","       1326.00","       1367.15","       1321.30","       1352.00","       1348.10","       1352.12","    5852869","          7913782036.85","     149871","    2819424","         48.17"
"INFY","EQ","23-Jul-2018","       1348.10","       1352.15","       1368.00","       1336.25","       1351.90","       1355.95","       1350.21","    3837851","          5181886478.25","     104002","    2443216","         63.66"
"INFY","EQ","24-Jul-2018","       1355.95","       1374.40","       1382.40","       1356.00","       1375.35","       1377.15","       1368.92","    3086123","          4224648378.80","     104916","    1877815","         60.85"
"INFY","EQ","25-Jul-2018","       1377.15","       1379.00","       1393.80","       1365.45","       1381.15","       1383.75","       1383.06","    3468461","          4797085713.95","     110230","    1922712","         55.43"
"INFY","EQ","26-Jul-2018","       1383.75","       1378.55","       1390.40","       1369.20","       1373.70","       1373.25","       1377.36","    3681109","          5070228477.20","     139712","    2424410","         65.86"
"INFY","EQ","27-Jul-2018","       1373.25","       1373.20","       1389.00","       1368.30","       1371.20","       1373.45","       1377.08","    3246616","          4470848815.00","     101649","    2173390","         66.94"
"INFY","EQ","30-Jul-2018","       1373.45","       1370.00","       1373.00","       1348.00","       1351.00","       1351.00","       1356.75","    3204985","          4348358645.00","     193055","    2451679","         76.50"
"INFY","EQ","31-Jul-2018","       1351.00","       1348.55","       1370.00","       1335.55","       1368.00","       1365.10","       1351.30","    3971998","          5367357704.50","     122270","    2765105","         69.61"
"INFY","EQ","01-Aug-2018","       1365.10","       1363.80","       1368.45","       1351.00","       1352.00","       1354.05","       1355.85","    2337853","          3169781272.90","     106719","    1654129","         70.75"
"INFY","EQ","02-Aug-2018","       1354.05","       1359.60","       1366.75","       1350.15","       1353.40","       1353.65","       1357.31","    2970371","          4031719296.70","      87744","    2138372","         71.99"
"INFY","EQ","03-Aug-2018","       1353.65","       1366.20","       1366.20","       1356.00","       1365.75","       1364.10","       1361.34","    1985195","          2702515816.15","      70696","    1384580","         69.75"
"INFY","EQ","06-Aug-2018","       1364.10","       1366.05","       1375.00","       1347.50","       1364.00","       1360.65","       1358.60","    3089465","          4197345187.20","      68270","    2128983","         68.91"
"INFY","EQ","07-Aug-2018","       1360.65","       1374.00","       1379.95","       1360.65","       1367.00","       1367.95","       1366.36","    3675764","          5022426260.90","     100730","    1600841","         43.55"
"INFY","EQ","08-Aug-2018","       1367.95","       1371.80","       1372.50","       1353.30","       1362.00","       1362.75","       1362.16","    1996179","          2719109392.50","      80731","    1405581","         70.41"
"INFY","EQ","09-Aug-2018","       1362.75","       1373.65","       1389.45","       1373.65","       1379.20","       1379.95","       1381.59","    3204762","          4427681632.70","     134300","    2092586","         65.30"
"INFY","EQ","10-Aug-2018","       1379.95","       1385.80","       1389.00","       1373.05","       1382.25","       1385.45","       1380.64","    2389760","          3299401064.30","      82581","    1661604","         69.53"
"INFY","EQ","13-Aug-2018","       1385.45","       1390.00","       1409.85","       1378.70","       1408.00","       1408.75","       1401.07","    4989873","          6991140982.00","     138356","    2323354","         46.56"
"INFY","EQ","14-Aug-2018","       1408.75","       1413.95","       1424.55","       1404.00","       1407.45","       1408.30","       1414.34","    3075660","          4350014452.65","     102688","    1670272","         54.31"
"INFY","EQ","16-Aug-2018","       1408.30","       1414.95","       1434.90","       1411.25","       1429.00","       1429.55","       1426.82","    3313387","          4727597210.35","     115380","    2278814","         68.78"
"INFY","EQ","17-Aug-2018","       1429.55","       1430.90","       1437.65","       1423.00","       1426.55","       1430.35","       1430.85","    3195204","          4571856691.40","     122779","    2222525","         69.56"
"INFY","EQ","20-Aug-2018","       1430.35","       1388.00","       1407.95","       1373.50","       1388.20","       1384.25","       1389.04","    8050938","         11183093868.30","     249766","    3747784","         46.55"
"INFY","EQ","21-Aug-2018","       1384.25","       1390.00","       1396.00","       1373.75","       1386.00","       1383.95","       1381.18","    4180741","          5774338649.90","     126003","    2280633","         54.55"
"INFY","EQ","23-Aug-2018","       1383.95","       1393.00","       1401.50","       1385.35","       1400.00","       1397.40","       1392.99","    3858591","          5374993200.90","     180710","    2737234","         70.94"
"INFY","EQ","24-Aug-2018","       1397.40","       1396.50","       1401.90","       1376.10","       1379.35","       1378.30","       1386.47","    3526500","          4889394601.00","     109805","    2049349","         58.11"
"INFY","EQ","27-Aug-2018","       1378.30","       1383.00","       1419.95","       1381.40","       1416.00","       1415.40","       1406.00","    3506475","          4930091750.60","     132478","    2245599","         64.04"
"INFY","EQ","28-Aug-2018","       1415.40","       1417.20","       1438.40","       1411.50","       1425.00","       1424.70","       1427.92","    3248445","          4638524929.10","     100357","    1773021","         54.58"
"INFY","EQ","29-Aug-2018","       1424.70","       1433.60","       1433.60","       1405.15","       1411.00","       1410.10","       1412.92","    2823248","          3989010655.35","      89895","    1719084","         60.89"
"INFY","EQ","30-Aug-2018","       1410.10","       1412.80","       1421.55","       1396.15","       1418.10","       1416.20","       1411.92","    5753981","          8124160894.05","      96074","    4034348","         70.11"
"INFY","EQ","31-Aug-2018","       1416.20","       1425.10","       1454.30","       1421.10","       1440.00","       1441.10","       1439.05","    5437932","          7825437137.85","     124025","    3589092","         66.00"
"INFY","EQ","03-Sep-2018","       1441.10","       1449.00","       1467.90","       1430.00","       1436.20","       1434.25","       1451.30","    5488164","          7964966272.70","     134643","    3571594","         65.08"
"INFY","EQ","04-Sep-2018","       1434.25","        722.00","        748.50","        716.00","        733.00","        737.15","        739.04","   15370124","         11359156598.75","     258728","    6954062","         45.24"
"INFY","EQ","05-Sep-2018","        737.15","        741.95","        744.05","        725.40","        729.00","        729.90","        734.79","    8658978","          6362539535.15","     202826","    3839883","         44.35"
"INFY","EQ","06-Sep-2018","        729.90","        732.55","        735.50","        724.10","        726.00","        727.15","        730.17","    5598659","          4087988682.40","     134849","    3493840","         62.40"
"INFY","EQ","07-Sep-2018","        727.15","        734.35","        735.15","        723.80","        734.00","        732.80","        730.95","    6510605","          4758936855.35","     190264","    3810992","         58.54"
"INFY","EQ","10-Sep-2018","        732.80","        737.75","        747.00","        729.40","        733.40","        730.85","        736.29","    5629871","          4145245236.40","     112735","    3209244","         57.00"
"INFY","EQ","11-Sep-2018","        730.85","        735.90","        744.75","        732.00","        733.70","        734.30","        738.58","    6963561","          5143145755.50","     137146","    3665363","         52.64"
"INFY","EQ","12-Sep-2018","        734.30","        744.40","        746.50","        736.25","        740.90","        742.90","        741.14","    4636617","          3436370099.35","     144311","    2545066","         54.89"
"INFY","EQ","14-Sep-2018","        742.90","        741.90","        745.00","        729.05","        735.00","        733.70","        735.78","    7896514","          5810118483.35","     191430","    4669337","         59.13"
"INFY","EQ","17-Sep-2018","        733.70","        735.00","        740.00","        724.60","        726.90","        725.95","        730.79","    5427054","          3966013456.15","     124216","    2572371","         47.40"
"INFY","EQ","18-Sep-2018","        725.95","        730.00","        730.00","        717.00","        720.00","        719.10","        720.33","    7729732","          5567951788.65","     116715","    2039349","         26.38"
"INFY","EQ","19-Sep-2018","        719.10","        727.00","        727.00","        713.20","        719.60","        719.75","        719.40","    4849498","          3488751299.15","     142071","    2917751","         60.17"
"INFY","EQ","21-Sep-2018","        719.75","        713.85","        717.40","        692.00","        710.00","        705.30","        706.40","   14350769","         10137378693.65","     238115","    9880217","         68.85"
"INFY","EQ","24-Sep-2018","        705.30","        706.50","        729.95","        706.50","        719.95","        718.25","        721.56","    8637881","          6232738762.95","     183918","    5604772","         64.89"
"INFY","EQ","25-Sep-2018","        718.25","        718.25","        736.00","        717.00","        726.00","        726.20","        727.76","    9602273","          6988194861.40","     223780","    5283327","         55.02"
"INFY","EQ","26-Sep-2018","        726.20","        731.20","        731.85","        712.00","        719.90","        717.85","        720.78","    6599606","          4756877824.15","     110456","    4301995","         65.19"
"INFY","EQ","27-Sep-2018","        717.85","        722.00","        730.80","        717.45","        724.30","        724.80","        724.80","   14592616","         10576733251.70","     147797","   10485355","         71.85"
"INFY","EQ","28-Sep-2018","        724.80","        721.00","        734.55","        715.20","        731.70","        730.05","        727.98","    7490031","          5452629799.50","     166682","    4590662","         61.29"
"INFY","EQ","01-Oct-2018","        730.05","        737.50","        754.90","        733.00","        742.95","        746.65","        745.05","    8252398","          6148484239.10","     160489","    4483016","         54.32"
"INFY","EQ","03-Oct-2018","        746.65","        743.80","        751.95","        726.30","        728.55","        728.50","        738.21","    7792464","          5752480100.25","     184479","    4931984","         63.29"
"INFY","EQ","04-Oct-2018","        728.50","        728.50","        729.75","        702.50","        711.00","        707.20","        711.02","    6173037","          4389159560.90","     150299","    3617395","         58.60"
"INFY","EQ","05-Oct-2018","        707.20","        713.00","        731.50","        709.30","        722.50","        724.60","        717.57","    8543578","          6130589981.25","     141622","    4727502","         55.33"
"INFY","EQ","08-Oct-2018","        724.60","        725.05","        728.70","        709.25","        714.65","        714.45","        717.09","    7259306","          5205581861.90","     244347","    4344672","         59.85"
"INFY","EQ","09-Oct-2018","        714.45","        717.10","        722.40","        702.65","        721.00","        717.75","        711.05","    6777212","          4818903576.80","     116349","    3665401","         54.08"
"INFY","EQ","10-Oct-2018","        717.75","        719.90","        719.90","        695.40","        700.35","        700.45","        703.19","    8866251","          6234700032.75","     219744","    4098711","         46.23"
"INFY","EQ","11-Oct-2018","        700.45","        685.00","        692.90","        663.30","        675.40","        673.35","        676.06","   10985897","          7427150380.05","     285534","    5910635","         53.80"
"INFY","EQ","12-Oct-2018","        673.35","        676.40","        684.05","        661.50","        678.15","        678.80","        673.71","    8909221","          6002268066.80","     214848","    4229073","         47.47"
"INFY","EQ","15-Oct-2018","        678.80","        688.60","        705.00","        681.50","        703.50","        698.80","        691.39","    6222176","          4301952210.65","     121763","    3187712","         51.23"
"INFY","EQ","16-Oct-2018","        698.80","        710.00","        713.90","        689.40","        692.00","        695.25","        702.32","   11588963","          8139197320.70","     266266","    4829861","         41.68"
"INFY","EQ","17-Oct-2018","        695.25","        710.00","        721.80","        701.35","        705.50","        705.35","        711.55","   20360697","         14487628785.05","     280701","    8842531","         43.43"
"INFY","EQ","19-Oct-2018","        705.35","        687.00","        687.70","        678.00","        683.50","        683.55","        682.35","   10421001","          7110757250.65","     245258","    6658247","         63.89"
"INFY","EQ","22-Oct-2018","        683.55","        688.70","        695.05","        673.80","        680.50","        679.95","        679.08","    6672840","          4531381462.30","     118989","    4592757","         68.83"
"INFY","EQ","23-Oct-2018","        679.95","        675.95","        682.00","        653.30","        663.05","        657.60","        663.77","    9041701","          6001591447.55","     206699","    6249984","         69.12"
"INFY","EQ","24-Oct-2018","        657.60","        663.00","        666.50","        647.15","        650.00","        649.80","        653.45","    7058164","          4612127164.25","     151398","    4319821","         61.20"
"INFY","EQ","25-Oct-2018","        649.80","        643.00","        656.35","        636.25","        647.30","        648.75","        647.53","    8270469","          5355339309.35","     196622","    5315499","         64.27"
"INFY","EQ","26-Oct-2018","        648.75","        645.30","        648.70","        629.90","        634.05","        633.60","        636.49","    5464141","          3477864472.15","     111447","    3187130","         58.33"
"INFY","EQ","29-Oct-2018","        633.60","        633.70","        650.55","        631.50","        646.10","        644.75","        637.82","    7137446","          4552389117.60","     123494","    5228816","         73.26"
"INFY","EQ","30-Oct-2018","        644.75","        641.10","        663.80","        637.45","        658.90","        659.60","        657.39","    8793411","          5780678040.35","     148842","    5764870","         65.56"
"INFY","EQ","31-Oct-2018","        659.60","        663.90","        692.95","        663.05","        685.95","        686.40","        681.52","   11947995","          8142844240.20","     223319","    7659197","         64.10"
"INFY","EQ","01-Nov-2018","        686.40","        689.70","        689.70","        659.60","        667.00","        666.70","        671.01","    5860244","          3932276784.20","     125725","    3282959","         56.02"
"INFY","EQ","02-Nov-2018","        666.70","        665.95","        675.80","        660.10","        663.20","        662.25","        665.40","    6654067","          4427642405.45","     148487","    3761960","         56.54"
"INFY","EQ","05-Nov-2018","        662.25","        663.50","        668.60","        657.00","        663.70","        666.00","        662.36","    5799426","          3841307500.55","     140183","    3670964","         63.30"
"INFY","EQ","06-Nov-2018","        666.00","        667.90","        675.00","        660.65","        667.10","        666.45","        668.40","    6975525","          4662445093.80","     240509","    4371014","         62.66"
"INFY","EQ","07-Nov-2018","        666.45","        673.00","        677.50","        672.00","        677.45","        675.50","        674.86","     758956","           512188500.70","      31522","     307741","         40.55"
"INFY","EQ","09-Nov-2018","        675.50","        679.00","        679.00","        655.50","        658.70","        659.50","        661.40","    9694143","          6411724146.30","     244092","    7091290","         73.15"
"INFY","EQ","12-Nov-2018","        659.50","        666.00","        676.40","        662.30","        665.05","        664.20","        669.82","    7118080","          4767832301.90","     120785","    3845132","         54.02"
"INFY","EQ","13-Nov-2018","        664.20","        663.50","        667.75","        656.30","        664.45","        665.70","        663.83","    4137808","          2746782460.75","     129103","    2641999","         63.85"
"INFY","EQ","14-Nov-2018","        665.70","        665.70","        665.70","        640.50","        652.40","        653.20","        648.72","    7323026","          4750599516.35","     174358","    4361316","         59.56"
"INFY","EQ","15-Nov-2018","        653.20","        654.00","        666.00","        646.70","        655.65","        656.40","        660.71","    5513390","          3642738196.20","     130605","    3270275","         59.32"
"INFY","EQ","16-Nov-2018","        656.40","        659.90","        662.50","        644.20","        652.00","        650.85","        649.95","    8583785","          5579053175.15","     153414","    5561153","         64.79"
"INFY","EQ","19-Nov-2018","        650.85","        659.00","        662.00","        649.25","        651.95","        651.70","        652.75","    6018930","          3928880482.15","      96075","    4076816","         67.73"
"INFY","EQ","20-Nov-2018","        651.70","        651.70","        656.00","        640.10","        640.60","        641.40","        645.31","    5384830","          3474899740.35","     105300","    3188270","         59.21"
"INFY","EQ","21-Nov-2018","        641.40","        640.00","        640.05","        612.10","        619.50","        619.10","        618.73","   14359086","          8884401044.40","     306110","    7301207","         50.85"
"INFY","EQ","22-Nov-2018","        619.10","        622.25","        628.15","        616.75","        620.85","        620.75","        623.11","    6632975","          4133099492.00","     120189","    3211872","         48.42"
"INFY","EQ","26-Nov-2018","        620.75","        621.00","        628.00","        599.85","        621.20","        621.45","        613.78","   15075209","          9252894700.60","     263089","    8758922","         58.10"
"INFY","EQ","27-Nov-2018","        621.45","        625.50","        641.00","        625.30","        641.00","        638.90","        634.88","   12285851","          7800040730.95","     200385","    7331501","         59.67"
"INFY","EQ","28-Nov-2018","        638.90","        640.95","        668.70","        640.00","        664.50","        666.40","        659.36","   17719890","         11683706177.25","     310146","   10672554","         60.23"
"INFY","EQ","29-Nov-2018","        666.40","        671.00","        674.90","        658.80","        665.00","        661.05","        667.03","   13399070","          8937609219.40","     170549","    7390099","         55.15"
"INFY","EQ","30-Nov-2018","        661.05","        661.00","        672.00","        660.95","        670.00","        667.45","        667.52","   10445773","          6972740710.30","     118396","    6667707","         63.83"
"INFY","EQ","03-Dec-2018","        667.45","        673.15","        679.00","        665.95","        672.45","        670.35","        670.58","    8260890","          5539597359.00","     103845","    6137214","         74.29"
"INFY","EQ","04-Dec-2018","        670.35","        672.55","        688.25","        671.30","        683.00","        685.25","        682.83","    7827923","          5345133353.50","     129170","    4357939","         55.67"
"INFY","EQ","05-Dec-2018","        685.25","        683.00","        683.65","        672.50","        682.05","        681.40","        678.97","    5177288","          3515206693.50","      96257","    3101033","         59.90"
"INFY","EQ","06-Dec-2018","        681.40","        676.10","        685.45","        664.55","        669.70","        668.50","        672.12","    8039771","          5403659737.50","     229269","    3922722","         48.79"
"INFY","EQ","07-Dec-2018","        668.50","        672.00","        685.75","        665.60","        681.00","        682.80","        679.07","    5553948","          3771508978.70","     125999","    3024829","         54.46"
"INFY","EQ","10-Dec-2018","        682.80","        669.90","        683.80","        665.20","        670.30","        669.20","        671.47","    5121196","          3438717512.95","     119910","    3114377","         60.81"
"INFY","EQ","11-Dec-2018","        669.20","        669.20","        681.90","        660.60","        673.25","        674.50","        672.27","    7120933","          4787161579.10","     204697","    3767399","         52.91"
"INFY","EQ","12-Dec-2018","        674.50","        677.10","        680.65","        670.60","        678.10","        678.50","        675.12","    6926183","          4675985775.85","      92411","    3725735","         53.79"
"INFY","EQ","13-Dec-2018","        678.50","        682.00","        700.00","        680.00","        695.35","        697.75","        690.27","    7521474","          5191853566.00","     187302","    4679887","         62.22"
"INFY","EQ","14-Dec-2018","        697.75","        697.45","        713.70","        694.40","        706.15","        706.05","        705.93","    9560576","          6749101214.85","     158039","    4777005","         49.97"
"INFY","EQ","17-Dec-2018","        706.05","        711.85","        711.85","        692.75","        692.75","        694.40","        697.79","    4778465","          3334376899.10","      95026","    2319758","         48.55"
"INFY","EQ","18-Dec-2018","        694.40","        686.50","        686.50","        674.55","        677.00","        676.60","        679.65","    8021298","          5451686819.05","     191277","    4277069","         53.32"
"INFY","EQ","19-Dec-2018","        676.60","        671.55","        671.55","        661.10","        664.60","        664.85","        665.07","    8295459","          5517046524.60","     263253","    4781304","         57.64"
"INFY","EQ","20-Dec-2018","        664.85","        660.00","        671.55","        656.40","        666.90","        667.05","        664.34","   11705260","          7776239037.15","     237519","    6351199","         54.26"
"INFY","EQ","21-Dec-2018","        667.05","        659.50","        659.50","        643.45","        646.55","        646.20","        651.10","   12802132","          8335493758.10","     228130","    6537301","         51.06"
"INFY","EQ","24-Dec-2018","        646.20","        657.00","        658.80","        647.60","        648.50","        649.00","        652.59","    8379825","          5468562526.00","     140084","    3230709","         38.55"
"INFY","EQ","26-Dec-2018","        649.00","        647.00","        647.00","        637.35","        643.90","        644.05","        641.76","    6178552","          3965160751.65","     129003","    3192480","         51.67"
"INFY","EQ","27-Dec-2018","        644.05","        652.75","        663.25","        649.00","        656.35","        656.80","        658.16","   15333902","         10092126950.95","     182988","    7084546","         46.20"
"INFY","EQ","28-Dec-2018","        656.80","        663.35","        663.50","        653.30","        656.10","        656.95","        658.29","    4736598","          3118076701.95","     105527","    2225579","         46.99"
"INFY","EQ","31-Dec-2018","        656.95","        660.00","        662.00","        655.80","        659.60","        658.95","        659.27","    3373319","          2223919550.25","      65442","    1517551","         44.99"
"INFY","EQ","01-Jan-2019","        658.95","        660.95","        666.30","        654.15","        665.95","        665.05","        660.66","    2943390","          1944579422.55","      45422","    1282161","         43.56"
"INFY","EQ","02-Jan-2019","        665.05","        666.00","        674.00","        662.05","        668.00","        669.05","        669.97","    7416655","          4968962632.60","     108094","    3880800","         52.33"
"INFY","EQ","03-Jan-2019","        669.05","        672.00","        677.00","        663.10","        668.00","        669.15","        669.66","    6827249","          4571929258.25","     125781","    3676359","         53.85"
"INFY","EQ","04-Jan-2019","        669.15","        671.75","        673.90","        651.00","        660.25","        661.05","        660.17","    7889310","          5208304588.70","     187590","    3747741","         47.50"
"INFY","EQ","07-Jan-2019","        661.05","        665.00","        673.60","        661.50","        671.70","        671.70","        667.51","    8046340","          5370973786.60","     132736","    4711672","         58.56"
"INFY","EQ","08-Jan-2019","        671.70","        674.95","        677.45","        668.55","        670.00","        670.05","        672.86","    8621545","          5801122719.75","     134369","    5652959","         65.57"
"INFY","EQ","09-Jan-2019","        670.05","        686.20","        689.80","        664.00","        675.60","        676.10","        678.41","   18130292","         12299738074.80","     314702","    8029281","         44.29"
"INFY","EQ","10-Jan-2019","        676.10","        681.60","        682.00","        672.55","        680.80","        679.70","        677.63","    9572493","          6486610275.85","     141449","    6064060","         63.35"
"INFY","EQ","11-Jan-2019","        679.70","        680.20","        685.50","        672.50","        684.35","        683.50","        679.18","   12281903","          8341603861.10","     159694","    6409592","         52.19"
"INFY","EQ","14-Jan-2019","        683.50","        707.00","        710.20","        695.95","        701.30","        701.90","        701.27","   19312937","         13543620376.15","     289248","    7316609","         37.88"
"INFY","EQ","15-Jan-2019","        701.90","        707.20","        730.00","        707.20","        728.30","        726.60","        721.52","   19671304","         14193222353.15","     285205","    8770235","         44.58"
"INFY","EQ","16-Jan-2019","        726.60","        729.90","        737.80","        728.50","        735.95","        736.80","        734.12","    9658944","          7090838080.10","     175301","    3769918","         39.03"
"INFY","EQ","17-Jan-2019","        736.80","        735.80","        739.00","        729.10","        733.20","        733.35","        733.06","    6903771","          5060865130.15","     155361","    3662842","         53.06"
"INFY","EQ","18-Jan-2019","        733.35","        730.00","        736.20","        726.30","        734.00","        730.95","        730.43","    5902151","          4311101798.25","     117506","    3555997","         60.25"
"INFY","EQ","21-Jan-2019","        730.95","        738.20","        751.00","        734.00","        743.25","        745.00","        744.87","    8129422","          6055327086.30","     207759","    4205100","         51.73"
"INFY","EQ","22-Jan-2019","        745.00","        741.25","        749.00","        734.00","        747.00","        745.35","        739.94","    6723375","          4974904338.90","     184880","    4348471","         64.68"
"INFY","EQ","23-Jan-2019","        745.35","        742.35","        742.60","        729.20","        731.65","        731.65","        735.70","    7212099","          5305910421.70","     114457","    4265475","         59.14"
"INFY","EQ","24-Jan-2019","        731.65","        728.10","        736.10","        721.00","        734.00","        732.00","        727.66","    7429783","          5406365017.90","     138534","    3721327","         50.09"
"INFY","EQ","25-Jan-2019","        732.00","        728.00","        737.90","        724.25","        730.30","        730.35","        731.70","    5543112","          4055912046.45","      86157","    3056302","         55.14"
"INFY","EQ","28-Jan-2019","        730.35","        731.00","        732.60","        719.00","        731.00","        727.95","        725.12","    7944693","          5760882919.00","     128705","    5442114","         68.50"
"INFY","EQ","29-Jan-2019","        727.95","        725.50","        732.85","        716.50","        730.05","        727.90","        721.76","    6760819","          4879714902.60","     137242","    4100300","         60.65"
"INFY","EQ","30-Jan-2019","        727.90","        727.90","        734.80","        721.10","        724.30","        725.90","        726.45","    5763026","          4186556191.95","     125751","    3267862","         56.70"
"INFY","EQ","31-Jan-2019","        725.90","        726.00","        751.30","        726.00","        750.00","        749.55","        744.47","   13825233","         10292423934.85","     265809","    8145259","         58.92"
"INFY","EQ","01-Feb-2019","        749.55","        751.35","        762.50","        744.50","        756.70","        757.05","        753.37","    6276585","          4728608322.00","     119145","    2274954","         36.25"
"INFY","EQ","04-Feb-2019","        757.05","        757.00","        762.50","        749.20","        755.90","        755.90","        754.39","    3945391","          2976361896.65","     110537","    1894178","         48.01"
"INFY","EQ","05-Feb-2019","        755.90","        747.00","        759.95","        747.00","        755.00","        754.85","        753.48","    4694366","          3537094842.65","      98651","    2610466","         55.61"
"INFY","EQ","06-Feb-2019","        754.85","        755.55","        766.95","        754.35","        763.75","        763.30","        762.75","    5880482","          4485360735.15","     150791","    3188901","         54.23"
"INFY","EQ","07-Feb-2019","        763.30","        763.05","        769.45","        761.00","        763.00","        764.00","        766.20","    3961797","          3035522378.45","     102039","    2154773","         54.39"
"INFY","EQ","08-Feb-2019","        764.00","        760.00","        772.25","        754.90","        760.90","        760.90","        763.40","    5915169","          4515625944.30","      92824","    2722938","         46.03"
"INFY","EQ","11-Feb-2019","        760.90","        766.90","        768.75","        759.00","        760.45","        762.80","        764.82","    5500216","          4206653296.00","     101154","    3149841","         57.27"
"INFY","EQ","12-Feb-2019","        762.80","        760.35","        760.35","        741.00","        750.40","        750.45","        748.38","    7310690","          5471189240.60","     148513","    3259568","         44.59"
"INFY","EQ","13-Feb-2019","        750.45","        750.10","        759.70","        743.65","        754.00","        754.90","        753.01","    5050182","          3802821367.55","     133702","    2418277","         47.88"
"INFY","EQ","14-Feb-2019","        754.90","        751.00","        753.00","        737.25","        740.35","        740.05","        745.60","    4610535","          3437611369.95","     113149","    2466085","         53.49"
"INFY","EQ","15-Feb-2019","        740.05","        742.30","        746.50","        732.60","        742.05","        741.95","        739.44","    5586389","          4130795666.45","      93850","    2900003","         51.91"
"INFY","EQ","18-Feb-2019","        741.95","        742.35","        747.65","        736.00","        741.00","        741.05","        739.90","    5346825","          3956112147.95","     105532","    3060004","         57.23"
"INFY","EQ","19-Feb-2019","        741.05","        739.10","        740.55","        721.30","        724.00","        724.30","        726.70","    9401334","          6831940830.90","     124664","    4041288","         42.99"
"INFY","EQ","20-Feb-2019","        724.30","        727.00","        743.00","        726.05","        740.55","        740.70","        734.78","    5210675","          3828686486.05","     130965","    2558375","         49.10"
"INFY","EQ","21-Feb-2019","        740.70","        738.00","        738.00","        727.10","        734.00","        733.45","        732.23","    7202786","          5274097398.60","     151794","    4504900","         62.54"
"INFY","EQ","22-Feb-2019","        733.45","        732.50","        738.20","        728.00","        734.90","        734.95","        733.71","    3750833","          2752041713.00","      99246","    1775166","         47.33"
"INFY","BL","25-Feb-2019","       1220.15","        734.95","        734.95","        734.95","        734.95","        734.95","        734.95","    1263230","           928410888.50","          1","          0","          0.00"
